entity_id,state_id,state,old_state_id,last_changed,last_updated,shared_attrs
light.br_bulb1,149022,on,148994,2022-11-14 05:35:00.163659,2022-11-14 05:50:00.420756,"{""min_color_temp_kelvin"":1700,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""flowing"":0,""music_mode"":false,""friendly_name"":""Bedroom Lamp""}"
light.br_bulb1,149463,off,149022,,2022-11-14 07:27:01.536744,"{""min_color_temp_kelvin"":1700,""max_color_temp_kelvin"":6535,""flowing"":0,""music_mode"":false,""friendly_name"":""Bedroom Lamp""}"
light.wiz_bulb1,149464,on,147920,,2022-11-14 07:27:03.973267,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""friendly_name"":""Wiz Bulb 1""}"
light.kitchen_lamp,149465,on,147921,,2022-11-14 07:27:03.976640,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""entity_id"":[""light.wiz_bulb1"",""light.wiz_bulb_2""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Kitchen Lamp""}"
light.wiz_bulb_2,149467,on,147919,,2022-11-14 07:27:04.066768,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""friendly_name"":""Wiz Bulb 2""}"
light.wiz_bulb_2,149468,off,149467,,2022-11-14 07:27:07.568983,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""friendly_name"":""Wiz Bulb 2""}"
light.wiz_bulb1,149469,off,149464,,2022-11-14 07:27:07.644866,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""friendly_name"":""Wiz Bulb 1""}"
light.kitchen_lamp,149470,off,149465,,2022-11-14 07:27:07.647340,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""entity_id"":[""light.wiz_bulb1"",""light.wiz_bulb_2""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Kitchen Lamp""}"
light.wiz_bulb5,149471,on,148041,,2022-11-14 07:27:07.987815,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""brightness"",""brightness"":255,""effect"":""Fall"",""friendly_name"":""Wiz Bulb 5""}"
light.living_room_lamp,149472,on,148042,,2022-11-14 07:27:07.993264,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""brightness"",""brightness"":255,""effect"":""Fall"",""entity_id"":[""light.wiz_bulb3"",""light.wiz_bulb4"",""light.wiz_bulb5""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Living Room Lamp""}"
light.wiz_bulb4,149473,on,148040,,2022-11-14 07:27:07.999039,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""brightness"",""brightness"":255,""effect"":""Fall"",""friendly_name"":""Wiz Bulb 4""}"
light.wiz_bulb3,149474,on,148039,,2022-11-14 07:27:08.005287,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""brightness"",""brightness"":255,""effect"":""Fall"",""friendly_name"":""Wiz Bulb 3""}"
light.wiz_bulb4,149665,off,149473,,2022-11-14 08:48:08.631038,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""friendly_name"":""Wiz Bulb 4""}"
light.wiz_bulb3,149666,off,149474,,2022-11-14 08:48:08.638719,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""friendly_name"":""Wiz Bulb 3""}"
light.wiz_bulb5,149667,off,149471,,2022-11-14 08:48:08.645511,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""friendly_name"":""Wiz Bulb 5""}"
light.living_room_lamp,149668,off,149472,,2022-11-14 08:48:08.648972,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""entity_id"":[""light.wiz_bulb3"",""light.wiz_bulb4"",""light.wiz_bulb5""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Living Room Lamp""}"
light.br_bulb1,150394,unavailable,149463,,2022-11-14 10:17:11.939795,"{""min_color_temp_kelvin"":1700,""max_color_temp_kelvin"":6535,""friendly_name"":""Bedroom Lamp""}"
light.br_bulb1,150395,off,150394,,2022-11-14 10:17:42.051617,"{""min_color_temp_kelvin"":1700,""max_color_temp_kelvin"":6535,""flowing"":0,""music_mode"":false,""friendly_name"":""Bedroom Lamp""}"
light.wiz_bulb1,151839,on,149469,,2022-11-14 17:09:48.342288,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""friendly_name"":""Wiz Bulb 1""}"
light.kitchen_lamp,151840,on,149470,,2022-11-14 17:09:48.350754,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""entity_id"":[""light.wiz_bulb1"",""light.wiz_bulb_2""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Kitchen Lamp""}"
light.wiz_bulb_2,151841,on,149468,,2022-11-14 17:09:48.412806,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""friendly_name"":""Wiz Bulb 2""}"
light.midesklamp1s_95e0,151918,on,147444,,2022-11-14 17:35:10.307926,"{""min_color_temp_kelvin"":2500,""max_color_temp_kelvin"":20000,""color_mode"":""color_temp"",""brightness"":35.7,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""friendly_name"":""Desk Lamp""}"
light.wiz_bulb5,151921,on,149667,,2022-11-14 17:35:20.462655,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""brightness"",""brightness"":255,""effect"":""Fall"",""friendly_name"":""Wiz Bulb 5""}"
light.living_room_lamp,151922,on,149668,,2022-11-14 17:35:20.469832,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""brightness"",""brightness"":255,""effect"":""Fall"",""entity_id"":[""light.wiz_bulb3"",""light.wiz_bulb4"",""light.wiz_bulb5""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Living Room Lamp""}"
light.wiz_bulb3,151923,on,149666,,2022-11-14 17:35:20.474375,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""brightness"",""brightness"":255,""effect"":""Fall"",""friendly_name"":""Wiz Bulb 3""}"
light.wiz_bulb4,151924,on,149665,,2022-11-14 17:35:20.481555,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""brightness"",""brightness"":255,""effect"":""Fall"",""friendly_name"":""Wiz Bulb 4""}"
light.wiz_bulb5,151925,on,151921,2022-11-14 17:35:20.462655,2022-11-14 17:35:21.987918,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""friendly_name"":""Wiz Bulb 5""}"
light.living_room_lamp,151927,on,151922,2022-11-14 17:35:20.469832,2022-11-14 17:35:21.992188,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Fall"",""entity_id"":[""light.wiz_bulb3"",""light.wiz_bulb4"",""light.wiz_bulb5""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Living Room Lamp""}"
light.wiz_bulb3,151928,on,151923,2022-11-14 17:35:20.474375,2022-11-14 17:35:22.006279,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""friendly_name"":""Wiz Bulb 3""}"
light.living_room_lamp,151930,on,151927,2022-11-14 17:35:20.469832,2022-11-14 17:35:22.010400,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""entity_id"":[""light.wiz_bulb3"",""light.wiz_bulb4"",""light.wiz_bulb5""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Living Room Lamp""}"
light.wiz_bulb4,151931,on,151924,2022-11-14 17:35:20.481555,2022-11-14 17:35:22.018622,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""friendly_name"":""Wiz Bulb 4""}"
light.wiz_bulb_2,151933,off,151841,,2022-11-14 17:35:22.030644,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""friendly_name"":""Wiz Bulb 2""}"
light.wiz_bulb1,151934,off,151839,,2022-11-14 17:35:22.086887,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""friendly_name"":""Wiz Bulb 1""}"
light.kitchen_lamp,151935,off,151840,,2022-11-14 17:35:22.089813,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""entity_id"":[""light.wiz_bulb1"",""light.wiz_bulb_2""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Kitchen Lamp""}"
light.wiz_bulb1,152024,on,151934,,2022-11-14 17:48:11.876264,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""friendly_name"":""Wiz Bulb 1""}"
light.kitchen_lamp,152025,on,151935,,2022-11-14 17:48:11.881894,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""entity_id"":[""light.wiz_bulb1"",""light.wiz_bulb_2""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Kitchen Lamp""}"
light.wiz_bulb_2,152026,on,151933,,2022-11-14 17:48:11.946459,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""friendly_name"":""Wiz Bulb 2""}"
light.wiz_bulb_2,152131,off,152026,,2022-11-14 17:58:00.159135,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""friendly_name"":""Wiz Bulb 2""}"
light.wiz_bulb1,152132,off,152024,,2022-11-14 17:58:00.206238,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""friendly_name"":""Wiz Bulb 1""}"
light.kitchen_lamp,152133,off,152025,,2022-11-14 17:58:00.208061,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""entity_id"":[""light.wiz_bulb1"",""light.wiz_bulb_2""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Kitchen Lamp""}"
light.wiz_bulb1,152443,on,152132,,2022-11-14 21:14:49.743410,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""friendly_name"":""Wiz Bulb 1""}"
light.kitchen_lamp,152444,on,152133,,2022-11-14 21:14:49.746629,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""entity_id"":[""light.wiz_bulb1"",""light.wiz_bulb_2""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Kitchen Lamp""}"
light.wiz_bulb_2,152445,on,152131,,2022-11-14 21:14:49.808583,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""friendly_name"":""Wiz Bulb 2""}"
light.wiz_bulb4,152446,off,151931,,2022-11-14 21:14:50.160914,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""friendly_name"":""Wiz Bulb 4""}"
light.wiz_bulb3,152447,off,151928,,2022-11-14 21:14:50.169062,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""friendly_name"":""Wiz Bulb 3""}"
light.wiz_bulb5,152448,off,151925,,2022-11-14 21:14:50.174770,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""friendly_name"":""Wiz Bulb 5""}"
light.living_room_lamp,152449,off,151930,,2022-11-14 21:14:50.178366,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""entity_id"":[""light.wiz_bulb3"",""light.wiz_bulb4"",""light.wiz_bulb5""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Living Room Lamp""}"
light.midesklamp1s_95e0,152450,off,151918,,2022-11-14 21:14:50.524931,"{""min_color_temp_kelvin"":2500,""max_color_temp_kelvin"":20000,""friendly_name"":""Desk Lamp""}"
light.wiz_bulb5,152684,on,152448,,2022-11-14 21:53:53.010577,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""friendly_name"":""Wiz Bulb 5""}"
light.living_room_lamp,152685,on,152449,,2022-11-14 21:53:53.017425,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""entity_id"":[""light.wiz_bulb3"",""light.wiz_bulb4"",""light.wiz_bulb5""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Living Room Lamp""}"
light.wiz_bulb3,152686,on,152447,,2022-11-14 21:53:53.021458,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""friendly_name"":""Wiz Bulb 3""}"
light.wiz_bulb4,152687,on,152446,,2022-11-14 21:53:53.028486,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""friendly_name"":""Wiz Bulb 4""}"
light.midesklamp1s_95e0,152733,on,152450,,2022-11-14 22:20:56.290571,"{""min_color_temp_kelvin"":2500,""max_color_temp_kelvin"":20000,""color_mode"":""color_temp"",""brightness"":35.7,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""friendly_name"":""Desk Lamp""}"
light.midesklamp1s_95e0,152734,off,152733,,2022-11-14 22:20:56.806845,"{""min_color_temp_kelvin"":2500,""max_color_temp_kelvin"":20000,""friendly_name"":""Desk Lamp""}"
light.br_bulb1,152735,on,150395,,2022-11-14 22:20:57.414070,"{""min_color_temp_kelvin"":1700,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""flowing"":false,""music_mode"":false,""friendly_name"":""Bedroom Lamp""}"
light.wiz_bulb_2,152736,off,152445,,2022-11-14 22:20:57.939182,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""friendly_name"":""Wiz Bulb 2""}"
light.wiz_bulb1,152737,off,152443,,2022-11-14 22:20:58.015570,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""friendly_name"":""Wiz Bulb 1""}"
light.kitchen_lamp,152738,off,152444,,2022-11-14 22:20:58.017749,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""entity_id"":[""light.wiz_bulb1"",""light.wiz_bulb_2""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Kitchen Lamp""}"
light.wiz_bulb4,152739,off,152687,,2022-11-14 22:20:58.443027,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""friendly_name"":""Wiz Bulb 4""}"
light.wiz_bulb3,152740,off,152686,,2022-11-14 22:20:58.450384,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""friendly_name"":""Wiz Bulb 3""}"
light.wiz_bulb5,152741,off,152684,,2022-11-14 22:20:58.456962,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""friendly_name"":""Wiz Bulb 5""}"
light.living_room_lamp,152742,off,152685,,2022-11-14 22:20:58.460562,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""entity_id"":[""light.wiz_bulb3"",""light.wiz_bulb4"",""light.wiz_bulb5""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Living Room Lamp""}"
light.br_bulb1,152743,on,152735,2022-11-14 22:20:57.414070,2022-11-14 22:21:01.931559,"{""min_color_temp_kelvin"":1700,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":158,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""flowing"":false,""music_mode"":false,""friendly_name"":""Bedroom Lamp""}"
light.br_bulb1,152889,off,152743,,2022-11-14 23:11:40.490245,"{""min_color_temp_kelvin"":1700,""max_color_temp_kelvin"":6535,""flowing"":false,""music_mode"":false,""friendly_name"":""Bedroom Lamp""}"
light.br_bulb1,154115,on,152889,,2022-11-15 06:15:00.047639,"{""min_color_temp_kelvin"":1700,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":158,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""flowing"":false,""music_mode"":false,""friendly_name"":""Bedroom Lamp""}"
light.br_bulb1,154116,on,154115,2022-11-15 06:15:00.047639,2022-11-15 06:15:00.084703,"{""min_color_temp_kelvin"":1700,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":158,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Sunrise"",""flowing"":true,""music_mode"":false,""friendly_name"":""Bedroom Lamp""}"
light.br_bulb1,154147,on,154116,2022-11-15 06:15:00.047639,2022-11-15 06:30:00.335041,"{""min_color_temp_kelvin"":1700,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""flowing"":0,""music_mode"":false,""friendly_name"":""Bedroom Lamp""}"
light.br_bulb1,154615,off,154147,,2022-11-15 08:02:02.641493,"{""min_color_temp_kelvin"":1700,""max_color_temp_kelvin"":6535,""flowing"":0,""music_mode"":false,""friendly_name"":""Bedroom Lamp""}"
light.wiz_bulb5,154618,on,152741,,2022-11-15 08:02:04.099920,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""friendly_name"":""Wiz Bulb 5""}"
light.living_room_lamp,154619,on,152742,,2022-11-15 08:02:04.111148,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""entity_id"":[""light.wiz_bulb3"",""light.wiz_bulb4"",""light.wiz_bulb5""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Living Room Lamp""}"
light.wiz_bulb4,154620,on,152739,,2022-11-15 08:02:04.118924,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""friendly_name"":""Wiz Bulb 4""}"
light.wiz_bulb3,154621,on,152740,,2022-11-15 08:02:04.133445,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Warm White"",""friendly_name"":""Wiz Bulb 3""}"
light.midesklamp1s_95e0,154622,on,152734,,2022-11-15 08:02:04.610600,"{""min_color_temp_kelvin"":2500,""max_color_temp_kelvin"":20000,""color_mode"":""color_temp"",""brightness"":35.7,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""friendly_name"":""Desk Lamp""}"
light.wiz_bulb3,154803,on,154621,2022-11-15 08:02:04.133445,2022-11-15 09:26:10.355380,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""brightness"",""brightness"":255,""effect"":""Fall"",""friendly_name"":""Wiz Bulb 3""}"
light.wiz_bulb5,154805,on,154618,2022-11-15 08:02:04.099920,2022-11-15 09:26:10.368438,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""brightness"",""brightness"":255,""effect"":""Fall"",""friendly_name"":""Wiz Bulb 5""}"
light.living_room_lamp,154807,on,154619,2022-11-15 08:02:04.111148,2022-11-15 09:26:10.375347,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""color_temp"",""brightness"":255,""color_temp_kelvin"":2702,""color_temp"":370,""hs_color"":[28.391,65.659],""rgb_color"":[255,166,87],""xy_color"":[0.526,0.387],""effect"":""Fall"",""entity_id"":[""light.wiz_bulb3"",""light.wiz_bulb4"",""light.wiz_bulb5""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Living Room Lamp""}"
light.wiz_bulb4,154808,on,154620,2022-11-15 08:02:04.118924,2022-11-15 09:26:10.381453,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""brightness"",""brightness"":255,""effect"":""Fall"",""friendly_name"":""Wiz Bulb 4""}"
light.living_room_lamp,154810,on,154807,2022-11-15 08:02:04.111148,2022-11-15 09:26:10.385056,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""brightness"",""brightness"":255,""effect"":""Fall"",""entity_id"":[""light.wiz_bulb3"",""light.wiz_bulb4"",""light.wiz_bulb5""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Living Room Lamp""}"
light.wiz_bulb4,154828,off,154808,,2022-11-15 09:29:04.257927,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""friendly_name"":""Wiz Bulb 4""}"
light.wiz_bulb5,154829,off,154805,,2022-11-15 09:29:04.266153,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""friendly_name"":""Wiz Bulb 5""}"
light.wiz_bulb3,154830,off,154803,,2022-11-15 09:29:04.273956,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""friendly_name"":""Wiz Bulb 3""}"
light.living_room_lamp,154831,off,154810,,2022-11-15 09:29:04.276374,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""entity_id"":[""light.wiz_bulb3"",""light.wiz_bulb4"",""light.wiz_bulb5""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Living Room Lamp""}"
light.wiz_bulb5,154835,on,154829,,2022-11-15 09:30:18.663192,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""brightness"",""brightness"":255,""effect"":""Fall"",""friendly_name"":""Wiz Bulb 5""}"
light.living_room_lamp,154836,on,154831,,2022-11-15 09:30:18.667074,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""brightness"",""brightness"":255,""effect"":""Fall"",""entity_id"":[""light.wiz_bulb3"",""light.wiz_bulb4"",""light.wiz_bulb5""],""icon"":""mdi:lightbulb-group"",""friendly_name"":""Living Room Lamp""}"
light.wiz_bulb3,154837,on,154830,,2022-11-15 09:30:18.675556,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""brightness"",""brightness"":255,""effect"":""Fall"",""friendly_name"":""Wiz Bulb 3""}"
light.wiz_bulb4,154838,on,154828,,2022-11-15 09:30:18.682780,"{""min_color_temp_kelvin"":2702,""max_color_temp_kelvin"":6535,""color_mode"":""brightness"",""brightness"":255,""effect"":""Fall"",""friendly_name"":""Wiz Bulb 4""}"
